answer,count,percent,sum,prob
KOLN,51,0.00,0.199,0.0000024623
SHIH,51,0.00,0.196,0.0000028800
STAX,51,0.00,0.278,0.0000019872
ALOW,51,0.00,0.254,0.0000048370
WEEB,51,0.00,0.304,0.0000037163
MANA,51,0.00,0.318,0.0000219529
LEMS,51,0.00,0.307,0.0000178039
PICO,51,0.00,0.193,0.0000036586
ACUP,51,0.00,0.194,0.0000020867
INKA,51,0.00,0.247,0.0000043592
MUSK,51,0.00,0.149,0.0000005653
DORE,51,0.00,0.321,0.0000272600
UIES,51,0.00,0.310,0.0000170511
BOWE,50,0.00,0.242,0.0000020256
CEIL,50,0.00,0.281,0.0000128309
FALK,50,0.00,0.189,0.0000006478
LYIN,50,0.00,0.189,0.0000028154
AHIT,50,0.00,0.271,0.0000116201
HOSP,50,0.00,0.214,0.0000042575
LOME,50,0.00,0.293,0.0000150707
SHAR,50,0.00,0.299,0.0000169245
SOIE,50,0.00,0.362,0.0000559984
TOCK,50,0.00,0.185,0.0000015537
TOPO,50,0.00,0.249,0.0000111781
OCAS,50,0.00,0.307,0.0000217307
ADAB,50,0.00,0.286,0.0000090948
CERE,50,0.00,0.376,0.0000388292
AVGS,50,0.00,0.231,0.0000015692
BRIC,50,0.00,0.181,0.0000023641
DOST,50,0.00,0.271,0.0000173536
TAYE,50,0.00,0.338,0.0000160614
FILA,50,0.00,0.240,0.0000039014
MSGR,50,0.00,0.207,0.0000033840
TUCK,50,0.00,0.133,0.0000004731
METZ,50,0.00,0.238,0.0000005956
UPUP,49,0.00,0.101,0.0000004052
YOST,49,0.00,0.249,0.0000067300
BULK,49,0.00,0.105,0.0000002324
CLEW,49,0.00,0.230,0.0000021950
DOAS,49,0.00,0.315,0.0000279897
KALB,49,0.00,0.197,0.0000011728
PION,49,0.00,0.225,0.0000077573
ZEKE,49,0.00,0.287,0.0000004266
FOBS,49,0.00,0.192,0.0000012823
ROLY,49,0.00,0.215,0.0000041036
SERS,49,0.00,0.387,0.0000777083
TOIT,49,0.00,0.279,0.0000234538
APEG,49,0.00,0.300,0.0000085235
ROMO,49,0.00,0.249,0.0000111164
SNOG,49,0.00,0.243,0.0000077260
HAUS,49,0.00,0.249,0.0000053474
JPEG,49,0.00,0.187,0.0000001476
GIRT,49,0.00,0.224,0.0000061131
GIGA,49,0.00,0.215,0.0000026364
MIGS,49,0.00,0.197,0.0000028808
JUTS,49,0.00,0.185,0.0000002873
ELLO,49,0.00,0.319,0.0000293013
AWHO,49,0.00,0.224,0.0000020864
GIGO,49,0.00,0.175,0.0000017156
IEST,49,0.00,0.359,0.0000533534
GOOS,49,0.00,0.258,0.0000095867
AMON,48,0.00,0.278,0.0000142855
COCK,48,0.00,0.142,0.0000006198
DNAS,48,0.00,0.301,0.0000225572
NORD,48,0.00,0.244,0.0000119745
OZMA,48,0.00,0.220,0.0000005236
SPAD,48,0.00,0.268,0.0000104275
ZONK,48,0.00,0.148,0.0000001021
MSGS,48,0.00,0.224,0.0000041482
NABE,48,0.00,0.332,0.0000178739
BAHA,48,0.00,0.272,0.0000057064
HAUT,48,0.00,0.232,0.0000043127
WEAL,48,0.00,0.316,0.0000088742
SHUI,48,0.00,0.196,0.0000028549
TUNS,48,0.00,0.243,0.0000086983
DYKE,48,0.00,0.199,0.0000007317
SARK,48,0.00,0.286,0.0000075061
UCAL,48,0.00,0.220,0.0000039887
HUTU,48,0.00,0.140,0.0000008545
NARD,48,0.00,0.284,0.0000184016
REDA,48,0.00,0.361,0.0000418911
FONZ,48,0.00,0.148,0.0000001034
BDAY,48,0.00,0.185,0.0000011237
FREY,48,0.00,0.234,0.0000014587
UGGS,48,0.00,0.150,0.0000007522
AYAH,47,0.00,0.267,0.0000043373
DIAG,47,0.00,0.233,0.0000050089
ICEL,47,0.00,0.281,0.0000128309
ITAS,47,0.00,0.336,0.0000446893
ABRI,47,0.00,0.267,0.0000095580
ANOA,47,0.00,0.366,0.0000599347
CTNS,47,0.00,0.249,0.0000108581
GOUP,47,0.00,0.145,0.0000009205
HOTE,47,0.00,0.307,0.0000169094
KARA,47,0.00,0.313,0.0000097640
LUND,47,0.00,0.173,0.0000026943
ILEA,47,0.00,0.367,0.0000518748
JIBS,47,0.00,0.171,0.0000002030
JOCK,47,0.00,0.116,0.0000000434
NASL,47,0.00,0.317,0.0000328118
BUTS,47,0.00,0.201,0.0000026960
PAGO,47,0.00,0.237,0.0000046458
PULI,47,0.00,0.166,0.0000020872
SYMS,47,0.00,0.219,0.0000030565
TKTS,47,0.00,0.241,0.0000046009
GYRE,47,0.00,0.243,0.0000027242
UPSY,47,0.00,0.153,0.0000008013
KUDU,47,0.00,0.093,0.0000001947
GUNK,47,0.00,0.113,0.0000002713
BOFF,47,0.00,0.114,0.0000001498
MENA,47,0.00,0.340,0.0000262090
SUVS,47,0.00,0.208,0.0000014254
OHTO,47,0.00,0.244,0.0000092167
KNAR,47,0.00,0.258,0.0000051206
FOGY,47,0.00,0.119,0.0000002126
HEYS,47,0.00,0.263,0.0000039808
DJED,47,0.00,0.213,0.0000003686
OTBS,47,0.00,0.253,0.0000088542
FRYE,46,0.00,0.234,0.0000014587
NOMS,46,0.00,0.251,0.0000109820
UREY,46,0.00,0.247,0.0000032190
AREO,46,0.00,0.400,0.0000855659
CESS,46,0.00,0.343,0.0000306489
HOVE,46,0.00,0.243,0.0000018904
JUTE,46,0.00,0.234,0.0000004462
SASK,46,0.00,0.302,0.0000092012
EBEN,46,0.00,0.354,0.0000213392
TOPI,46,0.00,0.236,0.0000091708
YESI,46,0.00,0.302,0.0000106322
OSOS,46,0.00,0.327,0.0000439503
KOFI,46,0.00,0.157,0.0000004857
TWIX,46,0.00,0.146,0.0000001260
VLAD,46,0.00,0.213,0.0000017972
HEBE,46,0.00,0.317,0.0000081335
HIST,46,0.00,0.244,0.0000089330
OCAT,46,0.00,0.290,0.0000175259
BDRM,46,0.00,0.155,0.0000013595
GAIA,46,0.00,0.311,0.0000157223
SCAG,46,0.00,0.251,0.0000055996
SERI,46,0.00,0.360,0.0000539668
GUAR,46,0.00,0.229,0.0000036594
OOZY,46,0.00,0.166,0.0000001766
CHOC,45,0.00,0.155,0.0000013976
DUCE,45,0.00,0.225,0.0000032738
MICK,45,0.00,0.128,0.0000004900
RUFF,45,0.00,0.116,0.0000001759
WYES,45,0.00,0.251,0.0000018188
ERAL,45,0.00,0.378,0.0000609350
MISE,45,0.00,0.315,0.0000205111
REYS,45,0.00,0.312,0.0000124891
ARIP,45,0.00,0.277,0.0000142550
BAST,45,0.00,0.294,0.0000136064
FENG,45,0.00,0.227,0.0000016556
LLDS,45,0.00,0.232,0.0000092371
RUPP,45,0.00,0.151,0.0000012826
EVAH,45,0.00,0.284,0.0000029050
SPFS,45,0.00,0.215,0.0000022592
WASI,45,0.00,0.276,0.0000065831
COIR,45,0.00,0.237,0.0000094643
ATWO,45,0.00,0.272,0.0000064714
WANG,45,0.00,0.205,0.0000014105
BIFF,45,0.00,0.101,0.0000001229
SMIT,45,0.00,0.249,0.0000106517
UNAS,45,0.00,0.287,0.0000140295
LOGY,45,0.00,0.162,0.0000010972
BEIN,45,0.00,0.278,0.0000095425
DEEN,45,0.00,0.372,0.0000418233
RYAS,45,0.00,0.290,0.0000104610
AVAS,45,0.00,0.327,0.0000093579
XKES,45,0.00,0.239,0.0000003392
LEVO,45,0.00,0.274,0.0000043825
ACOP,44,0.00,0.246,0.0000068529
DEUX,44,0.00,0.200,0.0000003142
FUDD,44,0.00,0.106,0.0000003171
HAKE,44,0.00,0.286,0.0000037156
RAMI,44,0.00,0.276,0.0000140152
AERI,44,0.00,0.386,0.0000702006
BUCK,44,0.00,0.080,0.0000001240
EAUX,44,0.00,0.278,0.0000009863
URBS,44,0.00,0.202,0.0000027270
ACAN,44,0.00,0.319,0.0000227812
DERM,44,0.00,0.274,0.0000099848
FIDE,44,0.00,0.246,0.0000032021
TVPG,44,0.00,0.127,0.0000003068
YEPS,44,0.00,0.268,0.0000048280
EZEK,44,0.00,0.287,0.0000004266
RETS,44,0.00,0.370,0.0000626719
LATI,44,0.00,0.301,0.0000269394
GHAT,44,0.00,0.229,0.0000036497
AQUI,44,0.00,0.200,0.0000001221
FLUX,44,0.00,0.089,0.0000000344
OFAN,44,0.00,0.261,0.0000053814
SPEX,44,0.00,0.257,0.0000009277
ELIN,44,0.00,0.313,0.0000272050
ODON,44,0.00,0.247,0.0000124253
ESQS,44,0.00,0.315,0.0000008146
AGUN,43,0.00,0.218,0.0000030602
CPLS,43,0.00,0.198,0.0000037517
ORIN,43,0.00,0.269,0.0000200668
SULA,43,0.00,0.280,0.0000123971
HUTT,43,0.00,0.189,0.0000026739
ORTH,43,0.00,0.241,0.0000088823
PISH,43,0.00,0.201,0.0000034929
SARD,43,0.00,0.312,0.0000269742
VERT,43,0.00,0.289,0.0000056506
ARUG,43,0.00,0.229,0.0000036594
BIEL,43,0.00,0.271,0.0000084322
CUER,43,0.00,0.261,0.0000064444
LGBT,43,0.00,0.163,0.0000013754
GROK,43,0.00,0.177,0.0000010654
PAPP,43,0.00,0.199,0.0000025023
ROCA,43,0.00,0.291,0.0000177274
ONZE,43,0.00,0.275,0.0000013754
ADAH,43,0.00,0.290,0.0000111841
PRET,43,0.00,0.309,0.0000197640
CPUS,43,0.00,0.168,0.0000016041
SOAS,43,0.00,0.367,0.0000675395
ETHS,43,0.00,0.320,0.0000199761
PREK,43,0.00,0.248,0.0000028260
BUCS,43,0.00,0.158,0.0000010756
MERS,43,0.00,0.326,0.0000240935
SION,43,0.00,0.285,0.0000245985
NONU,43,0.00,0.218,0.0000062280
PIBB,43,0.00,0.127,0.0000006006
NOVO,43,0.00,0.218,0.0000027033
DITZ,43,0.00,0.172,0.0000003560
ATOE,43,0.00,0.399,0.0000845935
NANS,43,0.00,0.324,0.0000371323
NEGS,42,0.00,0.306,0.0000141746
BEMA,42,0.00,0.299,0.0000081235
BUDD,42,0.00,0.115,0.0000005741
DEYS,42,0.00,0.277,0.0000063446
GEOG,42,0.00,0.251,0.0000038364
IKON,42,0.00,0.207,0.0000028367
KAVA,42,0.00,0.248,0.0000010792
LEKS,42,0.00,0.289,0.0000066220
OFLA,42,0.00,0.254,0.0000047553
REVE,42,0.00,0.355,0.0000108809
STRS,42,0.00,0.321,0.0000403552
MESO,42,0.00,0.328,0.0000250005
FAIT,42,0.00,0.258,0.0000052196
IMAT,42,0.00,0.275,0.0000138559
WOUK,42,0.00,0.118,0.0000001833
ITZA,42,0.00,0.250,0.0000011174
ITNO,42,0.00,0.268,0.0000198387
NAHA,42,0.00,0.314,0.0000184105
SAIS,42,0.00,0.354,0.0000554112
ALPH,42,0.00,0.219,0.0000039440
KEAN,42,0.00,0.323,0.0000097482
LIEV,42,0.00,0.260,0.0000035956
ASOK,42,0.00,0.289,0.0000077887
TIMS,42,0.00,0.249,0.0000106517
VOUS,42,0.00,0.194,0.0000012066
GATT,42,0.00,0.277,0.0000113202
WONK,42,0.00,0.156,0.0000004853
IKID,42,0.00,0.170,0.0000014138
CRIT,42,0.00,0.234,0.0000090173
NOWI,42,0.00,0.207,0.0000029224
ITAT,42,0.00,0.319,0.0000360420
HUFF,42,0.00,0.066,0.0000000561
COLO,41,0.00,0.232,0.0000085244
GEDS,41,0.00,0.282,0.0000086108
MIES,41,0.00,0.315,0.0000205111
TIRO,41,0.00,0.280,0.0000237234
OBOL,41,0.00,0.222,0.0000056020
POWS,41,0.00,0.202,0.0000019453
PUNK,41,0.00,0.121,0.0000003922
VIER,41,0.00,0.279,0.0000048658
ADDA,41,0.00,0.304,0.0000178252
ANTH,41,0.00,0.270,0.0000114145
ATAB,41,0.00,0.320,0.0000176994
GERT,41,0.00,0.300,0.0000136703
ICAL,41,0.00,0.258,0.0000107473
NARA,41,0.00,0.363,0.0000577603
ORAD,41,0.00,0.299,0.0000228332
IFIT,41,0.00,0.205,0.0000027866
KOTO,41,0.00,0.231,0.0000040876
DREA,41,0.00,0.361,0.0000418911
CAKY,41,0.00,0.168,0.0000004758
UPCS,41,0.00,0.168,0.0000016041
CHAO,41,0.00,0.242,0.0000056504
ILYA,41,0.00,0.244,0.0000053684
LIBS,41,0.00,0.222,0.0000054296
QEII,41,0.00,0.261,0.0000003929
NANG,41,0.00,0.255,0.0000080995
DUNS,41,0.00,0.208,0.0000044696
DIAM,41,0.00,0.241,0.0000071198
SQFT,41,0.00,0.171,0.0000000494
CINQ,41,0.00,0.151,0.0000000800
JUDD,41,0.00,0.098,0.0000000612
LAVS,41,0.00,0.265,0.0000043366
MPEG,41,0.00,0.212,0.0000020316
LEMA,41,0.00,0.333,0.0000231595
HOKE,41,0.00,0.246,0.0000024179
NIMH,41,0.00,0.172,0.0000023428
THOS,41,0.00,0.258,0.0000108882
HADI,41,0.00,0.236,0.0000059710
LBOS,41,0.00,0.235,0.0000066180
ABOW,41,0.00,0.219,0.0000016966
DOHS,41,0.00,0.223,0.0000055949
SAMI,41,0.00,0.293,0.0000171802
DVDS,41,0.00,0.170,0.0000009498
ADMS,40,0.00,0.268,0.0000102520
APET,40,0.00,0.352,0.0000315152
DETS,40,0.00,0.334,0.0000318378
FLOR,40,0.00,0.211,0.0000029822
LPNS,40,0.00,0.230,0.0000079546
PAWL,40,0.00,0.207,0.0000018020
PROA,40,0.00,0.290,0.0000173752
ATKA,40,0.00,0.312,0.0000096531
EMAJ,40,0.00,0.282,0.0000008657
FEIN,40,0.00,0.270,0.0000052711
HEMO,40,0.00,0.263,0.0000065006
OBLA,40,0.00,0.262,0.0000086088
TROP,40,0.00,0.246,0.0000107726
UNCA,40,0.00,0.227,0.0000045140
NEBO,40,0.00,0.291,0.0000116312
KINE,40,0.00,0.269,0.0000052044
BAHN,40,0.00,0.217,0.0000029926
ADDL,40,0.00,0.242,0.0000082604
ECGS,40,0.00,0.274,0.0000066853
PAPI,40,0.00,0.232,0.0000055106
WYLE,40,0.00,0.216,0.0000010964
ADHD,40,0.00,0.211,0.0000035631
DSCS,40,0.00,0.242,0.0000081786
ARME,40,0.00,0.352,0.0000313411
ECCL,40,0.00,0.248,0.0000059445
AOKS,40,0.00,0.289,0.0000077887
HISN,40,0.00,0.233,0.0000075561
PHON,40,0.00,0.186,0.0000029044
ASSE,39,0.00,0.430,0.0001239118
ETYM,39,0.00,0.250,0.0000038282
GRES,39,0.00,0.317,0.0000169501
NARK,39,0.00,0.258,0.0000051206
ONNO,39,0.00,0.271,0.0000204538
SAUR,39,0.00,0.299,0.0000167766
ACUT,39,0.00,0.238,0.0000053365
ABMS,39,0.00,0.250,0.0000052308
MRSC,39,0.00,0.217,0.0000049916
NOOB,39,0.00,0.229,0.0000063397
JUGS,39,0.00,0.133,0.0000000777
CONG,39,0.00,0.183,0.0000024858
JURY,39,0.00,0.111,0.0000000467
PUGS,39,0.00,0.159,0.0000010875
BOTS,39,0.00,0.253,0.0000088542
GIMP,39,0.00,0.136,0.0000009085
ACHS,39,0.00,0.255,0.0000066752
AGNI,39,0.00,0.256,0.0000082454
ATES,39,0.00,0.412,0.0000999351
FUNK,39,0.00,0.104,0.0000001453
EXTS,39,0.00,0.300,0.0000023724
LEOX,39,0.00,0.268,0.0000015010
BFFS,39,0.00,0.128,0.0000001769
IGLU,39,0.00,0.157,0.0000014437
GOVT,39,0.00,0.174,0.0000008235
SHEB,39,0.00,0.268,0.0000052373
SITZ,39,0.00,0.224,0.0000008590
SPIC,39,0.00,0.206,0.0000043222
YOUD,39,0.00,0.149,0.0000008913
APIG,38,0.00,0.224,0.0000038116
EDDS,38,0.00,0.299,0.0000163598
IBLE,38,0.00,0.271,0.0000084322
OKEY,38,0.00,0.237,0.0000014945
OTAY,38,0.00,0.276,0.0000087544
ASAS,38,0.00,0.407,0.0001037895
AXER,38,0.00,0.327,0.0000031216
GRIS,38,0.00,0.241,0.0000075798
ESEL,38,0.00,0.417,0.0000891778
ORBE,38,0.00,0.303,0.0000139087
HWYS,38,0.00,0.136,0.0000003045
MUFF,38,0.00,0.071,0.0000000669
HAVA,38,0.00,0.261,0.0000024332
UOMO,38,0.00,0.200,0.0000035123
INHD,38,0.00,0.182,0.0000031314
BADU,38,0.00,0.193,0.0000018021
ERBE,38,0.00,0.366,0.0000255177
AMPM,38,0.00,0.198,0.0000024188
LBAR,38,0.00,0.259,0.0000082965
LEOV,38,0.00,0.274,0.0000043825
IFHE,38,0.00,0.232,0.0000020091
BBLS,38,0.00,0.179,0.0000016531
ONEB,38,0.00,0.291,0.0000116312
AMOY,37,0.00,0.232,0.0000033655
ARED,37,0.00,0.361,0.0000418911
DERR,37,0.00,0.319,0.0000262710
IDIE,37,0.00,0.297,0.0000190395
AUTH,37,0.00,0.232,0.0000043127
BSMT,37,0.00,0.206,0.0000032431
ELIO,37,0.00,0.327,0.0000337568
INCR,37,0.00,0.222,0.0000076274
MVPS,37,0.00,0.152,0.0000005407
PEES,37,0.00,0.391,0.0000466524
RIVA,37,0.00,0.257,0.0000040756
SIAN,37,0.00,0.325,0.0000378011
WYSS,37,0.00,0.202,0.0000011712
YUGO,37,0.00,0.131,0.0000004691
ZACH,37,0.00,0.169,0.0000001669
DUFF,37,0.00,0.080,0.0000000894
BLAM,37,0.00,0.215,0.0000031532
YOND,37,0.00,0.186,0.0000023591
ANAG,37,0.00,0.310,0.0000154442
AUST,37,0.00,0.298,0.0000165859
DOWD,37,0.00,0.159,0.0000010594
HAIM,37,0.00,0.227,0.0000044672
GUAC,37,0.00,0.186,0.0000014433
KEMO,37,0.00,0.250,0.0000028831
KLAN,37,0.00,0.239,0.0000037839
SONO,37,0.00,0.299,0.0000299825
ITGO,37,0.00,0.227,0.0000063433
ECIG,37,0.00,0.247,0.0000046428
AABA,36,0.00,0.364,0.0000285475
HUCK,36,0.00,0.085,0.0000001525
LUPE,36,0.00,0.242,0.0000046675
OROS,36,0.00,0.311,0.0000358535
WASA,36,0.00,0.329,0.0000123307
WYNN,36,0.00,0.145,0.0000005450
AGOD,36,0.00,0.246,0.0000061052
BONK,36,0.00,0.164,0.0000008637
DUNN,36,0.00,0.180,0.0000030491
NOLI,36,0.00,0.250,0.0000148284
DLII,36,0.00,0.213,0.0000073904
FASO,36,0.00,0.289,0.0000078884
IMED,36,0.00,0.263,0.0000085002
XOXO,36,0.00,0.155,0.0000000419
RAPA,36,0.00,0.330,0.0000267008
RIMY,36,0.00,0.175,0.0000017316
GOBY,36,0.00,0.127,0.0000003849
MLII,36,0.00,0.204,0.0000055292
TUDE,36,0.00,0.268,0.0000082061
FLUS,36,0.00,0.175,0.0000011131
JONG,36,0.00,0.157,0.0000001741
YUKS,36,0.00,0.136,0.0000002930
TWOD,36,0.00,0.193,0.0000020617
VTEN,36,0.00,0.277,0.0000047254
MAUS,36,0.00,0.254,0.0000063763
WORT,36,0.00,0.229,0.0000040584
CAPA,36,0.00,0.287,0.0000105311
JUNK,36,0.00,0.095,0.0000000280
EPIS,36,0.00,0.315,0.0000208621
AJAM,36,0.00,0.260,0.0000007251
USOC,36,0.00,0.215,0.0000043058
VENN,36,0.00,0.266,0.0000039970
BOAZ,35,0.00,0.211,0.0000003571
DEFS,35,0.00,0.273,0.0000046108
ELIZ,35,0.00,0.254,0.0000009971
FOCH,35,0.00,0.137,0.0000005073
JUNG,35,0.00,0.104,0.0000000530
MIRY,35,0.00,0.175,0.0000017316
RIMA,35,0.00,0.276,0.0000140152
ROMS,35,0.00,0.263,0.0000131324
SLYS,35,0.00,0.245,0.0000059426
LMNO,35,0.00,0.216,0.0000066201
OLEA,35,0.00,0.381,0.0000632290
REGO,35,0.00,0.304,0.0000143480
BIOL,35,0.00,0.208,0.0000045961
JOUR,35,0.00,0.172,0.0000002460
SQIN,35,0.00,0.211,0.0000002485
LEHI,35,0.00,0.275,0.0000103693
NSFW,35,0.00,0.170,0.0000005806
RHYS,35,0.00,0.198,0.0000020911
POMS,35,0.00,0.219,0.0000050766
DODI,35,0.00,0.210,0.0000061927
IANA,35,0.00,0.352,0.0000491721
QUOD,35,0.00,0.135,0.0000000474
BREN,35,0.00,0.289,0.0000112092
JOIE,35,0.00,0.276,0.0000012618
PUPU,35,0.00,0.101,0.0000004052
SUCK,35,0.00,0.150,0.0000005866
TNTS,35,0.00,0.292,0.0000272171
ADIM,35,0.00,0.241,0.0000071198
KOAN,35,0.00,0.261,0.0000053134
GUFF,35,0.00,0.063,0.0000000470
CRIS,35,0.00,0.251,0.0000111807
MEDO,35,0.00,0.276,0.0000103607
WHUP,35,0.00,0.084,0.0000001540
NAOH,35,0.00,0.273,0.0000119804
ERIA,34,0.00,0.386,0.0000702006
ACTH,34,0.00,0.238,0.0000053835
SICA,34,0.00,0.294,0.0000178285
TOMA,34,0.00,0.289,0.0000168886
YAWP,34,0.00,0.168,0.0000004804
ASAD,34,0.00,0.355,0.0000430124
BIRR,34,0.00,0.225,0.0000059941
GEOM,34,0.00,0.259,0.0000054532
HEHS,34,0.00,0.272,0.0000064404
KANS,34,0.00,0.274,0.0000062770
NASD,34,0.00,0.301,0.0000225572
CCNY,34,0.00,0.132,0.0000006962
MTST,34,0.00,0.259,0.0000123699
ATYA,34,0.00,0.316,0.0000134531
JAYZ,34,0.00,0.134,0.0000000072
MELO,34,0.00,0.293,0.0000150707
HGTS,34,0.00,0.202,0.0000028057
MWAH,34,0.00,0.176,0.0000007642
SIDS,34,0.00,0.275,0.0000176532
BIRL,34,0.00,0.206,0.0000044293
JOSS,34,0.00,0.254,0.0000011699
MAUD,34,0.00,0.202,0.0000026424
RIAA,34,0.00,0.364,0.0000588006
KATZ,34,0.00,0.199,0.0000001856
ZEBU,34,0.00,0.181,0.0000001298
BLDG,34,0.00,0.128,0.0000007067
MAVS,34,0.00,0.239,0.0000022305
LORY,34,0.00,0.215,0.0000041036
SEHR,34,0.00,0.321,0.0000202057
TVMA,34,0.00,0.222,0.0000017989
VOLS,34,0.00,0.225,0.0000028220
ARAG,33,0.00,0.322,0.0000184683
DEDE,33,0.00,0.348,0.0000254069
NOBS,33,0.00,0.242,0.0000074894
POGS,33,0.00,0.211,0.0000035715
SKEG,33,0.00,0.255,0.0000023961
ASOR,33,0.00,0.351,0.0000550969
BITT,33,0.00,0.223,0.0000058586
XIII,33,0.00,0.187,0.0000006344
GUMP,33,0.00,0.097,0.0000003372
MEDI,33,0.00,0.263,0.0000085002
OORT,33,0.00,0.293,0.0000289159
CAUL,33,0.00,0.220,0.0000039887
FWIW,33,0.00,0.093,0.0000000702
ACAB,33,0.00,0.277,0.0000070611
CRAP,33,0.00,0.244,0.0000066043
HGTV,33,0.00,0.122,0.0000002530
THUR,33,0.00,0.189,0.0000027046
MRES,33,0.00,0.326,0.0000240935
RECS,33,0.00,0.327,0.0000250026
BIOG,33,0.00,0.174,0.0000016631
JUDI,33,0.00,0.123,0.0000001025
AZUL,33,0.00,0.193,0.0000003100
BOBO,33,0.00,0.187,0.0000019650
ATCO,33,0.00,0.290,0.0000175259
TANA,33,0.00,0.362,0.0000571038
CHOY,33,0.00,0.141,0.0000006981
LUCI,33,0.00,0.166,0.0000021295
THON,33,0.00,0.230,0.0000074278
AJOB,33,0.00,0.211,0.0000003218
GLUG,33,0.00,0.115,0.0000004534
BRNO,33,0.00,0.226,0.0000061097
ABIG,33,0.00,0.215,0.0000025557
BIGA,33,0.00,0.215,0.0000025557
FRUG,32,0.00,0.125,0.0000003286
EURE,32,0.00,0.370,0.0000311055
JEEZ,32,0.00,0.279,0.0000000833
VELD,32,0.00,0.235,0.0000021456
COSH,32,0.00,0.215,0.0000043438
DCII,32,0.00,0.188,0.0000039446
FUNT,32,0.00,0.165,0.0000010159
GEEZ,32,0.00,0.296,0.0000008068
INDS,32,0.00,0.247,0.0000120429
NEUR,32,0.00,0.293,0.0000136637
MMII,32,0.00,0.178,0.0000028438
GITS,32,0.00,0.241,0.0000074937
ABAA,32,0.00,0.364,0.0000285475
MYOB,32,0.00,0.135,0.0000005471
SUFI,32,0.00,0.183,0.0000012824
ALEK,32,0.00,0.316,0.0000086140
ALEA,32,0.00,0.421,0.0000971655
ELAH,32,0.00,0.329,0.0000194225
TAMI,32,0.00,0.275,0.0000138559
VACS,32,0.00,0.240,0.0000023146
RKOS,32,0.00,0.246,0.0000048845
INTR,32,0.00,0.265,0.0000191190
UPSA,32,0.00,0.254,0.0000064854
AMAP,32,0.00,0.286,0.0000101481
FRIO,32,0.00,0.219,0.0000034356
LACS,32,0.00,0.285,0.0000154753
KIKI,32,0.00,0.143,0.0000003934
FAUX,32,0.00,0.151,0.0000000742
MAIS,32,0.00,0.293,0.0000171802
IDDO,32,0.00,0.210,0.0000061927
HOJO,32,0.00,0.175,0.0000002575
LOMB,32,0.00,0.174,0.0000020519
OHOK,32,0.00,0.183,0.0000013179
RFDS,32,0.00,0.208,0.0000024220
ARCA,32,0.00,0.331,0.0000272420
ENGS,32,0.00,0.306,0.0000141746
PHEN,32,0.00,0.249,0.0000053286
GAUD,32,0.00,0.194,0.0000018590
CIII,31,0.00,0.213,0.0000066102
RUSK,31,0.00,0.194,0.0000014873
ENTE,31,0.00,0.407,0.0000813924
KALI,31,0.00,0.240,0.0000038520
NTHS,31,0.00,0.243,0.0000087749
RABI,31,0.00,0.267,0.0000095580
SORB,31,0.00,0.254,0.0000089560
BELG,31,0.00,0.229,0.0000026484
ITIC,31,0.00,0.223,0.0000076765
MDII,31,0.00,0.187,0.0000038011
NIAS,31,0.00,0.325,0.0000378011
OBAN,31,0.00,0.269,0.0000097424
FILS,31,0.00,0.214,0.0000029992
IDBE,31,0.00,0.254,0.0000057969
KEIR,31,0.00,0.281,0.0000062235
PARM,31,0.00,0.243,0.0000063642
STAD,31,0.00,0.312,0.0000266676
CDEF,31,0.00,0.213,0.0000014835
STUS,31,0.00,0.271,0.0000127504
YOHO,31,0.00,0.187,0.0000018367
SOIT,31,0.00,0.296,0.0000290809
GALT,31,0.00,0.259,0.0000084612
PEET,31,0.00,0.374,0.0000376252
SHMO,31,0.00,0.214,0.0000041858
NOTS,31,0.00,0.295,0.0000285664
HOWS,31,0.00,0.197,0.0000016039
MELL,31,0.00,0.272,0.0000107325
GWYN,31,0.00,0.104,0.0000001743
FROS,31,0.00,0.246,0.0000049471
SUBJ,31,0.00,0.132,0.0000000753
TONK,31,0.00,0.217,0.0000032943
PSEC,31,0.00,0.282,0.0000096653
HSIA,31,0.00,0.288,0.0000144080
ILLY,31,0.00,0.182,0.0000024878
BCDE,31,0.00,0.221,0.0000026857
TPKE,31,0.00,0.247,0.0000027939
CULP,30,0.00,0.133,0.0000009670
MUCK,30,0.00,0.089,0.0000001819
TZAR,30,0.00,0.261,0.0000013126
CONJ,30,0.00,0.166,0.0000002568
IEOH,30,0.00,0.297,0.0000145607
OEUF,30,0.00,0.245,0.0000024274
DISS,30,0.00,0.275,0.0000176532
IAMI,30,0.00,0.265,0.0000119313
TEMA,30,0.00,0.351,0.0000309849
BURB,30,0.00,0.132,0.0000005766
SANT,30,0.00,0.335,0.0000438986
ASOU,30,0.00,0.301,0.0000174082
CONY,30,0.00,0.178,0.0000018316
IRRS,30,0.00,0.294,0.0000283480
OCTS,30,0.00,0.263,0.0000134730
OOFS,30,0.00,0.249,0.0000051333
BAYH,30,0.00,0.171,0.0000007050
SKIL,30,0.00,0.214,0.0000029612
MOSE,30,0.00,0.328,0.0000250005
ALFS,30,0.00,0.267,0.0000056177
MOHR,30,0.00,0.198,0.0000034147
MALO,30,0.00,0.271,0.0000126233
WONG,30,0.00,0.165,0.0000009179
YAYA,30,0.00,0.259,0.0000026809
BOCK,30,0.00,0.132,0.0000004073
PUCK,30,0.00,0.089,0.0000001850
MDLI,30,0.00,0.179,0.0000032994
GOTA,30,0.00,0.281,0.0000118814
JIFF,30,0.00,0.084,0.0000000131
