answer,count,percent,sum,prob
BING,117,0.01,0.160,0.0000013403
ENDE,117,0.01,0.372,0.0000418233
ILKA,117,0.01,0.240,0.0000038520
JEFF,117,0.01,0.160,0.0000000293
LATS,117,0.01,0.328,0.0000387908
MOES,117,0.01,0.328,0.0000250005
PELF,117,0.01,0.229,0.0000021150
ILER,117,0.01,0.324,0.0000325320
JIBE,117,0.01,0.220,0.0000003152
SEIS,117,0.01,0.376,0.0000661541
MADD,116,0.01,0.216,0.0000042486
HAST,116,0.01,0.298,0.0000167321
REMS,116,0.01,0.326,0.0000240935
COSA,116,0.01,0.307,0.0000217307
DOJO,116,0.01,0.188,0.0000004104
HOLM,116,0.01,0.179,0.0000025233
ITAR,116,0.01,0.320,0.0000364563
MOHS,116,0.01,0.214,0.0000041858
SICK,116,0.01,0.189,0.0000015805
OSAY,116,0.01,0.293,0.0000108548
PORK,116,0.01,0.185,0.0000015404
WALK,116,0.01,0.189,0.0000006590
COOK,116,0.01,0.189,0.0000016307
BANC,115,0.01,0.223,0.0000037031
LCDS,115,0.01,0.207,0.0000049302
BONY,115,0.01,0.168,0.0000012037
ORNO,115,0.01,0.282,0.0000244590
HTML,115,0.01,0.175,0.0000024041
COWS,115,0.01,0.202,0.0000019847
CAPN,115,0.01,0.232,0.0000055229
MEWS,114,0.01,0.264,0.0000035088
APOD,114,0.01,0.255,0.0000088267
DISK,114,0.01,0.197,0.0000020358
GNAR,114,0.01,0.267,0.0000096854
JUST,114,0.01,0.185,0.0000002873
BURP,114,0.01,0.142,0.0000008600
HELI,114,0.01,0.275,0.0000103693
MANX,114,0.01,0.206,0.0000005212
DUKE,114,0.01,0.207,0.0000011734
ZOOS,114,0.01,0.241,0.0000010989
KTEL,114,0.01,0.272,0.0000053407
CCCP,114,0.01,0.113,0.0000006443
MOET,114,0.01,0.311,0.0000201630
BATE,113,0.01,0.343,0.0000211309
CAPT,113,0.01,0.243,0.0000065292
DRYS,113,0.01,0.212,0.0000033327
MARL,113,0.01,0.268,0.0000121654
WIMP,113,0.01,0.127,0.0000004948
ABBY,113,0.01,0.167,0.0000005733
SROS,113,0.01,0.324,0.0000423558
EMME,113,0.01,0.330,0.0000142212
ONCD,113,0.01,0.200,0.0000047229
ATEM,113,0.01,0.351,0.0000309849
BULL,112,0.01,0.148,0.0000012148
JERK,112,0.01,0.222,0.0000002019
JUNE,112,0.01,0.223,0.0000003774
LORN,112,0.01,0.261,0.0000174182
PENH,112,0.01,0.249,0.0000053286
PUNS,112,0.01,0.200,0.0000034012
SALS,112,0.01,0.345,0.0000480976
TUSH,112,0.01,0.206,0.0000033154
VIED,112,0.01,0.244,0.0000024718
DOUG,112,0.01,0.154,0.0000012097
FLUB,112,0.01,0.105,0.0000002354
HUME,112,0.01,0.211,0.0000019794
OFIT,112,0.01,0.218,0.0000033966
WAGS,112,0.01,0.233,0.0000020677
DELT,111,0.01,0.299,0.0000191924
GATS,111,0.01,0.294,0.0000140362
LAMS,111,0.01,0.284,0.0000149127
RUMP,111,0.01,0.150,0.0000012610
TECS,111,0.01,0.326,0.0000247184
AWNS,111,0.01,0.275,0.0000064666
DREG,111,0.01,0.266,0.0000070245
FAVA,111,0.01,0.249,0.0000010930
FILL,111,0.01,0.178,0.0000018080
PICS,111,0.01,0.206,0.0000043222
SOIR,111,0.01,0.297,0.0000294152
PREZ,111,0.01,0.240,0.0000006127
COHN,111,0.01,0.187,0.0000029633
MONT,111,0.01,0.234,0.0000088570
RUSS,111,0.01,0.272,0.0000128970
ANTA,110,0.01,0.362,0.0000571038
GAIL,110,0.01,0.249,0.0000072860
LICK,110,0.01,0.153,0.0000009528
LYNX,110,0.01,0.131,0.0000001252
MEDE,110,0.01,0.339,0.0000190083
ASON,110,0.01,0.339,0.0000460749
BOPS,110,0.01,0.210,0.0000034621
JUNO,110,0.01,0.160,0.0000002057
PURL,110,0.01,0.176,0.0000024517
SINN,110,0.01,0.271,0.0000198242
SUPS,110,0.01,0.228,0.0000049856
TOLE,110,0.01,0.337,0.0000392019
WAIF,110,0.01,0.197,0.0000007689
WHIM,110,0.01,0.122,0.0000004080
ATOB,110,0.01,0.280,0.0000115176
ASYE,110,0.01,0.355,0.0000199149
CATE,110,0.01,0.352,0.0000321540
DINS,109,0.01,0.247,0.0000120429
GINS,109,0.01,0.230,0.0000063386
HAWN,109,0.01,0.209,0.0000016815
IHAD,109,0.01,0.236,0.0000059710
JAKE,109,0.01,0.265,0.0000003220
HOOK,109,0.01,0.183,0.0000013179
JOAN,109,0.01,0.252,0.0000010382
QUAY,109,0.01,0.153,0.0000000283
TUFT,109,0.01,0.176,0.0000012011
VIII,109,0.01,0.192,0.0000018524
SCTV,109,0.01,0.196,0.0000014351
IMAY,109,0.01,0.218,0.0000027612
DIAN,109,0.01,0.274,0.0000156655
NUNN,109,0.01,0.204,0.0000050193
RUBS,109,0.01,0.202,0.0000027270
XOUT,109,0.01,0.172,0.0000003333
GOWN,109,0.01,0.165,0.0000009179
ATLI,108,0.01,0.301,0.0000269394
BAUM,108,0.01,0.184,0.0000013482
BIBS,108,0.01,0.187,0.0000019045
CULL,108,0.01,0.158,0.0000018484
HYPO,108,0.01,0.140,0.0000006843
ITHE,108,0.01,0.293,0.0000138730
JONI,108,0.01,0.199,0.0000005543
ESSA,108,0.01,0.430,0.0001239118
NOUS,108,0.01,0.247,0.0000091295
YOLK,108,0.01,0.153,0.0000005801
ALOP,108,0.01,0.271,0.0000128394
PINK,108,0.01,0.160,0.0000010568
OEIL,108,0.01,0.327,0.0000337568
FUME,108,0.01,0.198,0.0000008891
EENS,107,0.01,0.424,0.0001009203
BUOY,107,0.01,0.131,0.0000004548
BUTT,107,0.01,0.184,0.0000021744
REES,107,0.01,0.436,0.0001206817
AMAD,107,0.01,0.294,0.0000133360
DAYO,107,0.01,0.241,0.0000044984
ENUF,107,0.01,0.231,0.0000019563
FINS,107,0.01,0.221,0.0000033941
IATE,107,0.01,0.385,0.0000694028
ROBB,107,0.01,0.185,0.0000018937
AFTS,107,0.01,0.285,0.0000075159
ADIA,107,0.01,0.328,0.0000298712
MCAN,107,0.01,0.231,0.0000054299
TRAC,107,0.01,0.287,0.0000168900
BRAC,106,0.01,0.234,0.0000044282
CHAW,106,0.01,0.177,0.0000007930
IFAT,106,0.01,0.258,0.0000052196
MULL,106,0.01,0.157,0.0000017812
PARD,106,0.01,0.252,0.0000085065
RPMS,106,0.01,0.216,0.0000048925
WHEW,106,0.01,0.181,0.0000003496
BEVY,106,0.01,0.178,0.0000002919
HAZY,106,0.01,0.155,0.0000000834
BOOP,106,0.01,0.196,0.0000029306
DUMB,106,0.01,0.106,0.0000004295
RIAS,106,0.01,0.337,0.0000452030
KIDD,106,0.01,0.145,0.0000008437
MAWR,106,0.01,0.225,0.0000023976
HDTV,106,0.01,0.139,0.0000004806
ATVS,106,0.01,0.283,0.0000058019
IWAS,106,0.01,0.276,0.0000065831
PRAT,106,0.01,0.287,0.0000165545
LOCK,106,0.01,0.167,0.0000011613
VIBE,106,0.01,0.226,0.0000012612
RONI,106,0.01,0.269,0.0000200668
GAYE,106,0.01,0.286,0.0000043439
ACEY,105,0.01,0.295,0.0000064076
BIER,105,0.01,0.290,0.0000114111
BREL,105,0.01,0.282,0.0000099049
CHAS,105,0.01,0.255,0.0000066752
ISTS,105,0.01,0.310,0.0000343549
LOWS,105,0.01,0.227,0.0000037184
TUES,105,0.01,0.320,0.0000198016
ISSO,105,0.01,0.313,0.0000360580
LINO,105,0.01,0.250,0.0000148284
RUBY,105,0.01,0.128,0.0000004383
BRAM,105,0.01,0.233,0.0000042672
ERDE,105,0.01,0.384,0.0000500128
NUIT,105,0.01,0.216,0.0000060407
ORLE,105,0.01,0.338,0.0000396526
WILL,105,0.01,0.179,0.0000018390
EGER,105,0.01,0.366,0.0000263237
YEOW,105,0.01,0.237,0.0000015396
WHIP,105,0.01,0.123,0.0000004150
BUSH,105,0.01,0.153,0.0000008692
YOKO,105,0.01,0.174,0.0000008146
CUPS,104,0.01,0.168,0.0000016041
HANK,104,0.01,0.209,0.0000016321
WIND,104,0.01,0.169,0.0000014307
ALKA,104,0.01,0.294,0.0000072151
VITO,104,0.01,0.216,0.0000026220
TIAS,104,0.01,0.336,0.0000446893
UDON,104,0.01,0.195,0.0000037834
GERI,104,0.01,0.290,0.0000117715
KART,104,0.01,0.269,0.0000060537
GULP,104,0.01,0.123,0.0000006556
AAAS,103,0.01,0.434,0.0001350106
ACHT,103,0.01,0.238,0.0000053835
FORM,103,0.01,0.185,0.0000015338
PFFT,103,0.01,0.120,0.0000002128
WHOS,103,0.01,0.197,0.0000016039
FOLD,103,0.01,0.175,0.0000015150
JACK,103,0.01,0.156,0.0000000667
PRIE,103,0.01,0.299,0.0000170188
REGS,103,0.01,0.317,0.0000169501
DOHA,103,0.01,0.250,0.0000072779
LEIF,103,0.01,0.263,0.0000046577
PUSS,103,0.01,0.228,0.0000049856
CAMO,103,0.01,0.246,0.0000067376
GLAM,103,0.01,0.215,0.0000032528
CUTS,103,0.01,0.211,0.0000041024
BUNT,103,0.01,0.173,0.0000018392
BOYD,102,0.01,0.145,0.0000007312
GOBS,102,0.01,0.201,0.0000023947
IKES,102,0.01,0.298,0.0000076289
IMRE,102,0.01,0.299,0.0000167324
RONS,102,0.01,0.296,0.0000288948
SIMP,102,0.01,0.205,0.0000041650
GADS,102,0.01,0.260,0.0000072125
GEST,102,0.01,0.317,0.0000167575
MDSE,102,0.01,0.290,0.0000122397
FAWN,102,0.01,0.196,0.0000007553
GINO,102,0.01,0.216,0.0000053655
RITT,102,0.01,0.276,0.0000226029
MRIS,102,0.01,0.250,0.0000107742
GPAS,102,0.01,0.251,0.0000054884
BOSE,102,0.01,0.320,0.0000170497
TVAD,102,0.01,0.231,0.0000024044
COWL,102,0.01,0.167,0.0000011964
ROSH,102,0.01,0.259,0.0000110133
YOWL,102,0.01,0.153,0.0000005976
APIE,101,0.01,0.342,0.0000271377
APIN,101,0.01,0.265,0.0000119208
BALK,101,0.01,0.197,0.0000011728
BOBS,101,0.01,0.201,0.0000023214
BOSH,101,0.01,0.205,0.0000028546
KONG,101,0.01,0.165,0.0000008910
CURS,101,0.01,0.212,0.0000041496
YORK,101,0.01,0.172,0.0000007850
RICK,101,0.01,0.172,0.0000012894
SIKH,101,0.01,0.183,0.0000012773
ANNI,101,0.01,0.297,0.0000257876
KOOK,101,0.01,0.170,0.0000005845
SUBS,101,0.01,0.219,0.0000033429
WIFI,101,0.01,0.144,0.0000004105
CHOO,100,0.01,0.201,0.0000036769
DIAZ,100,0.01,0.215,0.0000005742
BENZ,100,0.01,0.219,0.0000003436
HAAS,100,0.01,0.342,0.0000269873
BOOK,100,0.01,0.179,0.0000010717
KITH,100,0.01,0.166,0.0000010302
WHIT,100,0.01,0.166,0.0000010613
WOKE,100,0.01,0.233,0.0000011047
QUIZ,100,0.01,0.087,0.0000000023
BOLE,99,0.01,0.284,0.0000102778
BOWS,99,0.01,0.193,0.0000013043
CRAT,99,0.01,0.287,0.0000168900
KARO,99,0.01,0.272,0.0000063538
KOHL,99,0.01,0.161,0.0000009385
MAJA,99,0.01,0.260,0.0000007251
BYRD,99,0.01,0.142,0.0000007047
KOCH,99,0.01,0.137,0.0000005009
GILD,99,0.01,0.171,0.0000023212
ISUP,99,0.01,0.201,0.0000034624
MINK,99,0.01,0.159,0.0000010390
CCED,99,0.01,0.231,0.0000040867
COON,99,0.01,0.239,0.0000096468
OTHO,99,0.01,0.244,0.0000092167
EHUD,99,0.01,0.220,0.0000026457
HECK,99,0.01,0.199,0.0000009190
LILO,99,0.01,0.243,0.0000131030
ATTS,99,0.01,0.346,0.0000518979
AUER,98,0.01,0.348,0.0000260542
BOGS,98,0.01,0.201,0.0000023947
RASE,98,0.01,0.413,0.0001010839
TAUS,98,0.01,0.298,0.0000165859
TINO,98,0.01,0.268,0.0000198387
WHIZ,98,0.01,0.097,0.0000000329
YUAN,98,0.01,0.213,0.0000022548
ZING,98,0.01,0.143,0.0000001585
GABE,98,0.01,0.291,0.0000057150
SICS,98,0.01,0.267,0.0000137057
BRYN,98,0.01,0.166,0.0000011600
OHSO,98,0.01,0.261,0.0000114280
IMUP,98,0.01,0.140,0.0000010735
IBMS,98,0.01,0.196,0.0000027926
ASTR,98,0.01,0.347,0.0000524945
KYLE,97,0.01,0.215,0.0000010643
POLK,97,0.01,0.166,0.0000011382
DCON,97,0.01,0.200,0.0000047229
FOUL,97,0.01,0.161,0.0000009422
INAT,97,0.01,0.308,0.0000304866
INNO,97,0.01,0.257,0.0000167809
NYNY,97,0.01,0.149,0.0000007373
GIGS,97,0.01,0.189,0.0000020267
OATY,97,0.01,0.276,0.0000087544
ISAT,97,0.01,0.336,0.0000446893
AGAL,96,0.01,0.303,0.0000136472
ILED,96,0.01,0.289,0.0000165265
SHOR,96,0.01,0.259,0.0000110133
TURK,96,0.01,0.177,0.0000011995
CFOS,96,0.01,0.202,0.0000019512
MOWS,96,0.01,0.201,0.0000019125
HAFT,96,0.01,0.220,0.0000019543
ISNO,96,0.01,0.285,0.0000245985
LUGS,96,0.01,0.184,0.0000020788
AGIO,95,0.01,0.271,0.0000102311
IMON,95,0.01,0.224,0.0000076268
LINC,95,0.01,0.204,0.0000056363
MILS,95,0.01,0.231,0.0000079616
PABA,95,0.01,0.277,0.0000069208
PULE,95,0.01,0.242,0.0000046675
CARY,95,0.01,0.230,0.0000033658
INXS,95,0.01,0.213,0.0000008974
TING,95,0.01,0.213,0.0000051121
HUED,95,0.01,0.220,0.0000026457
SULK,95,0.01,0.175,0.0000010990
WNBA,95,0.01,0.205,0.0000013673
EDTV,95,0.01,0.253,0.0000028706
WOWS,95,0.01,0.184,0.0000007328
JOTS,94,0.01,0.237,0.0000009436
AUKS,94,0.01,0.237,0.0000023716
CORP,94,0.01,0.203,0.0000042977
DECI,94,0.01,0.264,0.0000088209
GETA,94,0.01,0.343,0.0000217983
HUMS,94,0.01,0.162,0.0000012746
POLA,94,0.01,0.271,0.0000128394
TUGS,94,0.01,0.202,0.0000027812
DRUB,94,0.01,0.150,0.0000011301
PUNY,94,0.01,0.125,0.0000005466
PASA,94,0.01,0.347,0.0000327307
PUTS,94,0.01,0.211,0.0000040209
JIMI,94,0.01,0.152,0.0000002067
HUAC,94,0.01,0.189,0.0000017205
TOBY,94,0.01,0.179,0.0000014230
NOGS,94,0.01,0.243,0.0000077260
ABAS,93,0.01,0.337,0.0000219459
DYAD,93,0.01,0.203,0.0000022023
EERY,93,0.01,0.361,0.0000193957
FIEF,93,0.01,0.220,0.0000009025
KIRI,93,0.01,0.205,0.0000027830
WHIG,93,0.01,0.114,0.0000002870
BUSY,93,0.01,0.144,0.0000005373
FOND,93,0.01,0.182,0.0000017144
JETE,93,0.01,0.348,0.0000026884
WWII,93,0.01,0.144,0.0000004176
ARAP,93,0.01,0.330,0.0000267008
BENS,93,0.01,0.305,0.0000137406
TRET,93,0.01,0.352,0.0000505450
FURS,92,0.01,0.194,0.0000015063
HUNG,92,0.01,0.125,0.0000006117
LTRS,92,0.01,0.285,0.0000243267
WEVE,92,0.01,0.293,0.0000015846
AIWA,92,0.01,0.302,0.0000085634
JOBS,92,0.01,0.184,0.0000002474
POOF,92,0.01,0.188,0.0000016188
SKUA,92,0.01,0.237,0.0000023716
YALU,92,0.01,0.205,0.0000019924
KEMP,92,0.01,0.203,0.0000010741
BUMP,92,0.01,0.097,0.0000003269
YALL,92,0.01,0.236,0.0000046599
INES,92,0.01,0.348,0.0000451298
DUDS,92,0.01,0.185,0.0000027152
JOAD,92,0.01,0.229,0.0000006307
ZEDS,92,0.01,0.265,0.0000009871
IMIT,92,0.01,0.222,0.0000073974
KIRK,92,0.01,0.154,0.0000004621
YAWL,92,0.01,0.193,0.0000009184
WOMB,91,0.01,0.132,0.0000004044
HESA,91,0.01,0.364,0.0000322195
KATY,91,0.01,0.211,0.0000011927
MUSH,91,0.01,0.162,0.0000012746
CHEZ,91,0.01,0.191,0.0000001993
HOCK,91,0.01,0.137,0.0000005009
PUPS,91,0.01,0.167,0.0000015723
SHEM,91,0.01,0.276,0.0000076796
HOTS,91,0.01,0.258,0.0000108882
SESE,91,0.01,0.452,0.0001479354
WHOM,91,0.01,0.136,0.0000004973
BURG,91,0.01,0.133,0.0000005948
ORFF,91,0.01,0.168,0.0000005778
ADOG,90,0.01,0.246,0.0000061052
ASET,90,0.01,0.412,0.0000999351
BIBI,90,0.01,0.160,0.0000013226
CHIS,90,0.01,0.201,0.0000035637
HAHN,90,0.01,0.222,0.0000036801
LIND,90,0.01,0.212,0.0000072596
ODIC,90,0.01,0.202,0.0000048079
GULL,90,0.01,0.149,0.0000012531
MARV,90,0.01,0.223,0.0000018196
DUMA,90,0.01,0.202,0.0000026424
CRTS,90,0.01,0.261,0.0000129842
XERS,90,0.01,0.301,0.0000023997
AZUR,90,0.01,0.212,0.0000004195
FIBS,90,0.01,0.179,0.0000010520
BMWS,90,0.01,0.145,0.0000004777
SLRS,90,0.01,0.303,0.0000301633
RENI,89,0.01,0.331,0.0000368157
BERM,89,0.01,0.256,0.0000050945
HITE,89,0.01,0.293,0.0000138730
SOMA,89,0.01,0.306,0.0000209406
FOWL,89,0.01,0.149,0.0000004343
KITT,89,0.01,0.214,0.0000031952
KURT,89,0.01,0.177,0.0000011995
CARO,89,0.01,0.291,0.0000177274
LUCY,89,0.01,0.119,0.0000004928
ORYX,89,0.01,0.164,0.0000002102
MOWN,89,0.01,0.173,0.0000013047
GAWK,89,0.01,0.155,0.0000002384
FLOG,89,0.01,0.158,0.0000007974
BECK,88,0.01,0.195,0.0000007473
AXIL,88,0.01,0.233,0.0000010315
GUSH,88,0.01,0.154,0.0000008967
ISME,88,0.01,0.315,0.0000205111
RECT,88,0.01,0.309,0.0000201646
SYNS,88,0.01,0.252,0.0000067250
PACA,88,0.01,0.287,0.0000105311
SUMP,88,0.01,0.167,0.0000015458
CATT,88,0.01,0.286,0.0000166981
LOMA,88,0.01,0.271,0.0000126233
MTNS,88,0.01,0.248,0.0000104633
WHEY,88,0.01,0.185,0.0000004729
ARUN,88,0.01,0.270,0.0000114449
CONK,87,0.01,0.174,0.0000013142
IMNO,87,0.01,0.224,0.0000076268
ISAN,87,0.01,0.325,0.0000378011
MAGS,87,0.01,0.250,0.0000053960
PICK,87,0.01,0.128,0.0000004984
BILK,87,0.01,0.144,0.0000006261
HAHS,87,0.01,0.250,0.0000053945
VCRS,87,0.01,0.197,0.0000014516
CRAN,87,0.01,0.276,0.0000142867
MOIL,87,0.01,0.217,0.0000067394
DAHS,87,0.01,0.263,0.0000085978
SSSS,87,0.01,0.354,0.0000613372
WORK,87,0.01,0.168,0.0000005803
IDID,87,0.01,0.196,0.0000050807
RCMP,87,0.01,0.156,0.0000015741
VSOP,87,0.01,0.199,0.0000014763
GUYS,87,0.01,0.145,0.0000005542
BLAT,86,0.01,0.259,0.0000082022
BUDS,86,0.01,0.167,0.0000013854
ENSE,86,0.01,0.424,0.0001009203
IVOR,86,0.01,0.217,0.0000026521
TUBS,86,0.01,0.201,0.0000026960
JUAN,86,0.01,0.200,0.0000003161
PUBS,86,0.01,0.158,0.0000010542
ENRY,86,0.01,0.284,0.0000085200
GAEA,86,0.01,0.387,0.0000351586
ISPS,86,0.01,0.266,0.0000134334
SHEP,86,0.01,0.277,0.0000078110
BLAS,85,0.01,0.276,0.0000101701
BOLL,85,0.01,0.200,0.0000039894
CUJO,85,0.01,0.128,0.0000000970
DOCK,85,0.01,0.150,0.0000007984
GUNS,85,0.01,0.191,0.0000023525
KOOL,85,0.01,0.213,0.0000030553
MOTT,85,0.01,0.245,0.0000104709
ROUX,85,0.01,0.173,0.0000003371
NEBS,85,0.01,0.305,0.0000137406
OYEZ,85,0.01,0.229,0.0000003240
UELE,85,0.01,0.351,0.0000229854
OTTS,85,0.01,0.306,0.0000337718
DAWG,85,0.01,0.182,0.0000008569
OHHI,85,0.01,0.182,0.0000024379
YARE,85,0.01,0.339,0.0000162460
FIND,85,0.01,0.169,0.0000014066
BURT,85,0.01,0.185,0.0000021994
ZINE,85,0.01,0.261,0.0000011284
FUND,85,0.01,0.130,0.0000005220
DOTH,84,0.01,0.206,0.0000045123
FLAX,84,0.01,0.182,0.0000001735
HONI,84,0.01,0.220,0.0000063961
XENO,84,0.01,0.275,0.0000016987
JAGS,84,0.01,0.225,0.0000003922
MINN,84,0.01,0.210,0.0000061465
EGON,84,0.01,0.292,0.0000119985
HUMP,84,0.01,0.101,0.0000004019
EVAC,84,0.01,0.289,0.0000035946
SUNK,84,0.01,0.182,0.0000012437
ILEX,84,0.01,0.255,0.0000012315
APOS,83,0.01,0.306,0.0000212990
DENG,83,0.01,0.254,0.0000058742
KAYE,83,0.01,0.277,0.0000022966
LING,83,0.01,0.194,0.0000038210
PUMP,83,0.01,0.106,0.0000004875
ROTI,83,0.01,0.280,0.0000237234
KETT,83,0.01,0.290,0.0000071452
DANS,83,0.01,0.301,0.0000225572
ZUNI,83,0.01,0.147,0.0000001873
PYRO,83,0.01,0.189,0.0000021467
RAES,83,0.01,0.413,0.0001010839
FAQS,83,0.01,0.215,0.0000000797
BUNS,82,0.01,0.190,0.0000022805
GRAN,82,0.01,0.267,0.0000096854
ATOR,82,0.01,0.334,0.0000444358
HAYS,82,0.01,0.241,0.0000033343
IMSO,82,0.01,0.252,0.0000111798
YWCA,82,0.01,0.168,0.0000004902
PCBS,82,0.01,0.164,0.0000013160
MMES,82,0.01,0.281,0.0000091572
BODS,81,0.01,0.219,0.0000045497
CHUG,81,0.01,0.094,0.0000002885
GATO,81,0.01,0.281,0.0000118814
HODS,81,0.01,0.223,0.0000055949
HUNS,81,0.01,0.195,0.0000028044
LUTZ,81,0.01,0.150,0.0000001922
MNOP,81,0.01,0.191,0.0000034632
ROBO,81,0.01,0.241,0.0000075811
SLYE,81,0.01,0.294,0.0000092288
ZAGS,81,0.01,0.225,0.0000004352
GAMY,81,0.01,0.176,0.0000008672
USCG,81,0.01,0.159,0.0000011095
OFME,81,0.01,0.250,0.0000029200
UPIN,81,0.01,0.173,0.0000023620
WHYS,81,0.01,0.136,0.0000003045
TAEL,81,0.01,0.377,0.0000602425
ACAT,81,0.01,0.330,0.0000269324
NENA,81,0.01,0.373,0.0000576668
ROYS,81,0.01,0.250,0.0000068073
UNOS,81,0.01,0.247,0.0000091295
DRIB,81,0.01,0.189,0.0000030450
ALAD,80,0.01,0.320,0.0000259285
ANUT,80,0.01,0.270,0.0000113148
OTHE,80,0.01,0.307,0.0000169094
TIOS,80,0.01,0.296,0.0000290809
DKNY,80,0.01,0.121,0.0000003214
ERDA,80,0.01,0.361,0.0000418911
LIEF,80,0.01,0.263,0.0000046577
WILY,80,0.01,0.140,0.0000004903
ANOD,80,0.01,0.287,0.0000190943
GAGE,80,0.01,0.291,0.0000058955
PICT,80,0.01,0.189,0.0000034858
MCAT,80,0.01,0.242,0.0000064194
INSP,80,0.01,0.238,0.0000091641
MERL,80,0.01,0.290,0.0000145239
SIVA,80,0.01,0.273,0.0000049960
KAOS,80,0.01,0.289,0.0000077887
FOPS,80,0.01,0.202,0.0000019124
CHEX,80,0.01,0.192,0.0000002461
MUGS,79,0.01,0.158,0.0000010692
AZOV,79,0.01,0.200,0.0000001523
GIZA,79,0.01,0.198,0.0000003022
RAZZ,79,0.01,0.192,0.0000000407
SOYS,79,0.01,0.266,0.0000083446
WIGS,79,0.01,0.180,0.0000011039
ZOOT,79,0.01,0.223,0.0000008863
EKGS,79,0.01,0.255,0.0000023961
MOCK,79,0.01,0.141,0.0000005973
EFOR,79,0.01,0.295,0.0000076828
FOIE,79,0.01,0.284,0.0000065405
ORME,79,0.01,0.312,0.0000203947
YAWS,79,0.01,0.228,0.0000015235
ROEG,79,0.01,0.304,0.0000143480
KWAI,79,0.01,0.197,0.0000007592
GOUT,79,0.01,0.188,0.0000023542
CRUZ,79,0.01,0.126,0.0000001038
GENX,79,0.01,0.220,0.0000004377
DUMP,79,0.01,0.115,0.0000006406
GUTS,78,0.00,0.202,0.0000027812
PNIN,78,0.00,0.210,0.0000062517
TAMA,78,0.00,0.329,0.0000259532
JUMP,78,0.00,0.080,0.0000000348
RELS,78,0.00,0.351,0.0000468438
RENA,78,0.00,0.385,0.0000689586
OKOK,78,0.00,0.170,0.0000005845
JOGS,77,0.00,0.185,0.0000002552
BESO,77,0.00,0.320,0.0000170497
ODOM,77,0.00,0.214,0.0000056472
VITA,77,0.00,0.256,0.0000040293
FURY,77,0.00,0.120,0.0000002421
INME,77,0.00,0.287,0.0000139925
MTGE,77,0.00,0.256,0.0000051957
WINK,77,0.00,0.143,0.0000003981
BEEB,77,0.00,0.312,0.0000066141
CERF,77,0.00,0.248,0.0000029202
OREG,77,0.00,0.304,0.0000143480
TENK,77,0.00,0.279,0.0000060439
PROB,77,0.00,0.194,0.0000028243
CALE,77,0.00,0.334,0.0000240333
SHUL,77,0.00,0.188,0.0000024781
TORR,76,0.00,0.291,0.0000278668
ALID,76,0.00,0.267,0.0000138428
MAES,76,0.00,0.368,0.0000384189
BOXY,76,0.00,0.111,0.0000000545
LINA,76,0.00,0.290,0.0000227871
MUON,76,0.00,0.186,0.0000028306
AGON,76,0.00,0.270,0.0000100501
MARA,76,0.00,0.330,0.0000262515
NEUT,76,0.00,0.292,0.0000135085
YURT,76,0.00,0.181,0.0000016717
BICS,76,0.00,0.197,0.0000028980
MAGE,76,0.00,0.299,0.0000083801
SPYS,76,0.00,0.219,0.0000031088
FOXY,76,0.00,0.102,0.0000000301
CAYS,76,0.00,0.246,0.0000041259
RECD,76,0.00,0.275,0.0000103615
THOM,76,0.00,0.197,0.0000033759
ZAHN,76,0.00,0.201,0.0000003539
RNAS,76,0.00,0.336,0.0000444032
BONG,76,0.00,0.173,0.0000016336
JINX,76,0.00,0.127,0.0000000202
IGER,76,0.00,0.290,0.0000117715
COZY,75,0.00,0.120,0.0000000671
TCBY,75,0.00,0.133,0.0000005409
TUTS,75,0.00,0.254,0.0000102833
WRAY,75,0.00,0.212,0.0000012428
OTOH,75,0.00,0.244,0.0000092167
WOOF,75,0.00,0.171,0.0000006099
ITEN,75,0.00,0.331,0.0000363973
FOGS,75,0.00,0.193,0.0000013228
POKY,75,0.00,0.127,0.0000003035
NAUT,75,0.00,0.270,0.0000113148
PIET,75,0.00,0.298,0.0000168254
HEXA,75,0.00,0.278,0.0000009950
YADA,75,0.00,0.281,0.0000069129
LEDS,75,0.00,0.316,0.0000237970
RUMS,75,0.00,0.211,0.0000039987
ALPE,75,0.00,0.334,0.0000235559
MOSH,74,0.00,0.214,0.0000041858
QUID,74,0.00,0.122,0.0000000389
RUDI,74,0.00,0.193,0.0000037118
DANO,74,0.00,0.287,0.0000190943
GEED,74,0.00,0.331,0.0000133726
HUBS,74,0.00,0.153,0.0000008692
TISH,74,0.00,0.244,0.0000089330
TALI,74,0.00,0.301,0.0000269394
MOCS,74,0.00,0.219,0.0000051795
OSIS,74,0.00,0.313,0.0000360580
SAXE,74,0.00,0.344,0.0000038265
CECE,74,0.00,0.332,0.0000153146
UPAT,74,0.00,0.237,0.0000052305
FUJI,74,0.00,0.097,0.0000000289
ROHE,74,0.00,0.308,0.0000171038
CNET,74,0.00,0.298,0.0000168627
EFFS,73,0.00,0.247,0.0000012995
FIGS,73,0.00,0.180,0.0000010852
MSEC,73,0.00,0.282,0.0000095027
IMAS,73,0.00,0.293,0.0000171802
OOLA,73,0.00,0.318,0.0000344637
RUDY,73,0.00,0.146,0.0000008590
SATO,73,0.00,0.350,0.0000544707
NMEX,73,0.00,0.228,0.0000006222
DESC,73,0.00,0.291,0.0000127015
KIAS,73,0.00,0.275,0.0000063900
